,trial_date,customer_name,utm,display_price,company_id
1957,2018-01-27,Sarah Nguyen,google,27,
1958,2018-01-27,Randy Hart,linkedin,15,
1959,2018-01-27,Brandon Thornton,email_footer,34,
1960,2018-01-28,Peter Miller,organic,48,
1961,2018-01-28,Jessica Moore,google,44,
1962,2018-01-28,Walter Clark,facebook,31,
1963,2018-01-28,Tristan Jones,linkedin,38,
1964,2018-01-28,Deanna Collins,email_footer,24,
1965,2018-01-28,Dennis Mack,email_footer,29,
1966,2018-01-28,Christina Sanders,google,49,
1967,2018-01-28,Mike Roy,linkedin,27,
1968,2018-01-28,Joseph Coffey,facebook,45,
1969,2018-01-29,Sarah Cabrera,google,38,
1970,2018-01-29,Theresa Berry,email_footer,36,
1971,2018-01-29,Bradley Robertson,email_footer,49,
1972,2018-01-29,Molly Hill,linkedin,15,
1973,2018-01-29,Melanie Mccormick MD,organic,31,
1974,2018-01-29,Sarah Day,linkedin,22,
1975,2018-01-29,Michael Knight,organic,42,
1976,2018-01-29,Lindsay Ruiz,organic,19,125.0
1977,2018-01-29,Karen Waller,email_footer,36,
1978,2018-01-29,Teresa Clayton,facebook,24,
1979,2018-01-29,Megan Cook,linkedin,47,
1980,2018-01-29,Roy Gonzalez,facebook,47,
1981,2018-01-30,Mr. Jonathan Jackson,email_footer,27,
1982,2018-01-30,Marissa Ramirez,linkedin,25,
1983,2018-01-30,Tasha Gibson,email_footer,41,
1984,2018-01-30,Ariel Walker,linkedin,44,
1985,2018-01-30,Amy Gray,email_footer,45,
1986,2018-01-30,Lindsey Miller,email_footer,41,
1987,2018-01-30,Pamela Harris,organic,24,
1988,2018-01-31,Henry Williams,facebook,47,
1989,2018-01-31,Jamie Ortiz,google,44,
1990,2018-01-31,Alan West,google,33,
1991,2018-01-31,Benjamin Evans,organic,31,
1992,2018-01-31,Jane Smith,facebook,24,
1993,2018-01-31,Christina Navarro,linkedin,23,
1994,2018-02-01,Joshua Green,facebook,43,
1995,2018-02-01,Angela Stevens,email_footer,26,
1996,2018-02-01,Veronica Navarro,facebook,16,
1997,2018-02-01,Jonathan Lee,facebook,37,
1998,2018-02-01,Kimberly Fernandez,organic,22,
1999,2018-02-01,Richard Jackson,linkedin,17,
2000,2018-02-01,Debra Allen,email_footer,48,
2001,2018-02-02,Michelle Fowler,facebook,18,
2002,2018-02-02,Brandon Murphy,linkedin,23,
2003,2018-02-02,Donna Hunt,facebook,33,
2004,2018-02-02,Melanie Reed,linkedin,27,
2005,2018-02-02,Timothy Carrillo,facebook,41,
2006,2018-02-02,Melissa Woods,email_footer,9,
2007,2018-02-02,Kelly Watson,email_footer,17,
2008,2018-02-02,Brandon Blair,organic,35,
2009,2018-02-03,Cassandra Cruz,organic,36,
2010,2018-02-03,Teresa Hobbs,organic,21,
2011,2018-02-03,Madison Sloan,email_footer,43,
2012,2018-02-03,Christopher Douglas,facebook,16,
2013,2018-02-03,Collin Anderson,linkedin,20,
2014,2018-02-03,Blake Robertson,google,30,
2015,2018-02-03,Lisa Johnson,organic,38,
2016,2018-02-03,Sandra Chaney,google,22,
2017,2018-02-04,Kenneth Miller,email_footer,22,
2018,2018-02-04,Ronald Ball,linkedin,27,
2019,2018-02-04,Jessica Riley,facebook,16,
2020,2018-02-04,Eric Richardson DDS,organic,16,126.0
2021,2018-02-04,William Martinez,facebook,38,
2022,2018-02-05,Sheila Davis,google,47,
2023,2018-02-05,Ronald Smith,facebook,30,
2024,2018-02-05,Ricardo Michael,facebook,15,
2025,2018-02-05,William Hernandez,facebook,35,
2026,2018-02-05,Ryan Reed,google,12,
2027,2018-02-06,Matthew Melendez,linkedin,15,
2028,2018-02-06,Daniel Smith,email_footer,38,
2029,2018-02-06,Justin Barber,email_footer,29,
2030,2018-02-06,Alexis Vasquez,facebook,49,
2031,2018-02-06,James Maldonado,email_footer,34,
2032,2018-02-06,Christy Powell,linkedin,33,
2033,2018-02-06,Perry Stevenson,facebook,41,
2034,2018-02-06,Andrew Jennings,linkedin,33,
2035,2018-02-06,Joseph Burton,facebook,48,
2036,2018-02-07,Joseph Mendoza,facebook,44,
2037,2018-02-07,Alexander Contreras DDS,organic,11,
2038,2018-02-08,Tina Hughes,linkedin,46,
2039,2018-02-08,Joshua Lawson,email_footer,24,
2040,2018-02-08,Eric Santos MD,facebook,9,
2041,2018-02-09,Daniel Clark,facebook,35,
2042,2018-02-09,Samuel Thompson,email_footer,39,
2043,2018-02-09,Gregory Collins,organic,33,
2044,2018-02-09,Jennifer Chan,facebook,10,
2045,2018-02-09,Whitney Stein,linkedin,43,
2046,2018-02-09,Todd Wheeler,linkedin,30,
2047,2018-02-09,Christopher Ryan,email_footer,40,
2048,2018-02-10,Bryan Davis,google,17,
2049,2018-02-10,Denise Edwards,google,33,
2050,2018-02-10,Veronica Dalton DDS,google,15,
2051,2018-02-10,Kristina Patel,google,24,
2052,2018-02-10,Steven Green,organic,39,
2053,2018-02-10,Jessica Marsh,google,39,
2054,2018-02-11,Cindy Espinoza,email_footer,44,
2055,2018-02-11,Darryl Schwartz,email_footer,28,
2056,2018-02-11,Jeffrey Pugh,email_footer,14,
2057,2018-02-11,Donna Murphy,google,31,
2058,2018-02-11,David Williams,facebook,20,
2059,2018-02-12,Michael Taylor,google,25,
2060,2018-02-12,Barbara Ibarra,facebook,26,
2061,2018-02-12,Leslie Brown,organic,36,
2062,2018-02-12,Ryan King,linkedin,46,
2063,2018-02-12,Leah Rios,organic,44,127.0
2064,2018-02-13,Benjamin Benson,organic,9,
2065,2018-02-13,Michael Delgado,google,45,
2066,2018-02-13,Justin Meyer,organic,32,
2067,2018-02-13,Melissa Harmon,email_footer,42,
2068,2018-02-13,William Hill,facebook,44,
2069,2018-02-13,Tracie Robinson,email_footer,20,
2070,2018-02-13,Dawn Hanson,linkedin,31,
2071,2018-02-13,Ronald Johnson,organic,48,
2072,2018-02-13,Joshua Dorsey,linkedin,28,
2073,2018-02-14,Julia Barron,email_footer,41,
2074,2018-02-14,Stephen Dean,email_footer,29,
2075,2018-02-14,Matthew Summers,email_footer,44,
2076,2018-02-14,Jill Khan,linkedin,47,
2077,2018-02-14,Jose Benitez,linkedin,16,
2078,2018-02-15,Rebecca Lewis,google,35,
2079,2018-02-15,Roy Adams,organic,38,
2080,2018-02-15,Benjamin Smith,organic,27,
2081,2018-02-15,Mark Smith,facebook,42,
2082,2018-02-16,Timothy Martin,email_footer,34,
2083,2018-02-16,William Buchanan,email_footer,43,
2084,2018-02-16,Benjamin Snyder,email_footer,21,
2085,2018-02-16,Richard Foster,email_footer,34,
2086,2018-02-16,Rodney Smith,linkedin,40,
2087,2018-02-16,Tamara Cunningham,linkedin,18,
2088,2018-02-17,Matthew Johnson,linkedin,28,
2089,2018-02-17,Erik Hill,facebook,46,
2090,2018-02-17,Justin Wood,email_footer,13,
2091,2018-02-17,Jessica Thomas,organic,43,
2092,2018-02-17,Christopher Taylor,linkedin,42,
2093,2018-02-17,Jordan Anderson,facebook,44,
2094,2018-02-17,William Lee,organic,22,
2095,2018-02-17,Alisha Nguyen,linkedin,17,
2096,2018-02-17,Erin Rodriguez,email_footer,21,
2097,2018-02-17,Erik Smith,facebook,14,
2098,2018-02-18,Lauren Buchanan,email_footer,34,
2099,2018-02-18,Claudia Dean,google,44,
2100,2018-02-18,Alan Lee,facebook,47,
2101,2018-02-18,Robert Garrett,facebook,35,
2102,2018-02-18,Timothy Oliver,email_footer,35,
2103,2018-02-18,George Dickerson,facebook,30,
2104,2018-02-19,Elizabeth Bennett,google,20,
2105,2018-02-19,Elizabeth Sawyer,organic,48,
2106,2018-02-19,Rebecca Wilson,linkedin,20,
2107,2018-02-19,Craig Perez DDS,google,30,
2108,2018-02-19,John Navarro,linkedin,49,
2109,2018-02-19,Jeremy Wood,email_footer,27,
2110,2018-02-20,Gina Wilkinson,linkedin,23,
2111,2018-02-20,Angelica Smith,linkedin,12,
2112,2018-02-20,Donald Lopez,facebook,21,
2113,2018-02-20,April Wade,organic,29,
2114,2018-02-20,William Werner,linkedin,19,
2115,2018-02-20,Francis Turner,google,32,
2116,2018-02-20,Deborah Erickson,facebook,25,
2117,2018-02-20,Arthur Reynolds,facebook,11,
2118,2018-02-21,Mario Mays,google,31,
2119,2018-02-21,Karen Parker,google,16,
2120,2018-02-21,Tony Long,facebook,15,
2121,2018-02-21,Jessica Smith,email_footer,38,
2122,2018-02-21,Matthew Chambers,google,25,
2123,2018-02-21,Brandy Miller,organic,12,
2124,2018-02-21,Linda Baird,organic,26,
2125,2018-02-21,Sherry Hines,linkedin,17,
2126,2018-02-21,Rebecca Stephenson,facebook,35,
2127,2018-02-21,Emily Salinas,facebook,45,
2128,2018-02-22,Joshua Lang MD,linkedin,34,
2129,2018-02-22,Matthew Thomas,google,48,
2130,2018-02-22,Amanda Flynn,email_footer,39,
2131,2018-02-22,Jodi Robertson,facebook,44,
2132,2018-02-23,Jonathan Lloyd PhD,google,43,
2133,2018-02-23,Hannah White,organic,48,
2134,2018-02-23,Andrew Barnes,organic,18,
2135,2018-02-23,Lori Cox,facebook,14,
2136,2018-02-23,Albert Spencer,linkedin,11,
2137,2018-02-23,Charles Thomas,linkedin,21,
2138,2018-02-23,Nathan Mann,facebook,9,
2139,2018-02-23,Amber Riley,facebook,37,
2140,2018-02-23,Lisa Wright,linkedin,31,
2141,2018-02-23,Lawrence Dunlap,email_footer,13,
2142,2018-02-24,Shelly Lynch,facebook,44,
2143,2018-02-24,Michael Torres,google,23,
2144,2018-02-24,Carol Hudson,organic,17,
2145,2018-02-24,Douglas Mullins,email_footer,10,
2146,2018-02-24,Amy Curtis,email_footer,24,
2147,2018-02-24,David Lee,linkedin,13,
2148,2018-02-25,Andrea Jones,facebook,49,
2149,2018-02-25,Michelle King,facebook,40,
2150,2018-02-25,Michael Anderson,facebook,39,
2151,2018-02-25,Raymond Lewis,email_footer,13,
2152,2018-02-25,Lance Johnson,organic,22,
2153,2018-02-25,David Greer PhD,email_footer,20,
2154,2018-02-25,Timothy Lopez,google,44,
2155,2018-02-25,Teresa Lyons,facebook,35,
2156,2018-02-25,Stacey Washington,google,26,
2157,2018-02-25,Justin Jimenez,google,16,
2158,2018-02-25,Rebecca White,google,44,
2159,2018-02-26,Tina Hernandez,facebook,35,
2160,2018-02-26,Bradley Simmons,google,49,
2161,2018-02-26,Daniel Montoya,facebook,12,
2162,2018-02-26,Nancy Lee,email_footer,32,
2163,2018-02-26,Justin Rodriguez,linkedin,26,
2164,2018-02-26,Heather Brown,facebook,20,
2165,2018-02-26,Jasmine Moore,google,31,
2166,2018-02-26,Debbie Williams,email_footer,10,
2167,2018-02-27,Patricia Davis,email_footer,26,
2168,2018-02-27,Dylan Nelson,facebook,23,
2169,2018-02-27,Terri Glenn,email_footer,12,
2170,2018-02-27,Catherine Osborne,google,25,
2171,2018-02-27,Shawn Brewer,google,34,
2172,2018-02-27,Kevin Price,google,24,
2173,2018-02-27,Jason Harris,linkedin,26,
2174,2018-02-27,Eugene Evans,email_footer,31,
2175,2018-02-27,Jennifer Flores,linkedin,46,
2176,2018-02-27,Tammy Jackson,linkedin,34,
2177,2018-02-27,Kevin Hernandez,google,18,
2178,2018-02-27,Elizabeth Fritz,linkedin,31,
2179,2018-02-27,Robert Espinoza,email_footer,22,
2180,2018-02-27,David Nolan,facebook,15,
2181,2018-02-27,Sabrina Lawson,facebook,48,
2182,2018-02-27,Jerry Kelly,linkedin,25,
2183,2018-02-28,Dawn Carpenter,linkedin,31,
2184,2018-02-28,Andrew Little,organic,45,
2185,2018-02-28,Natasha Gaines,facebook,46,
2186,2018-02-28,Nancy Hamilton DVM,facebook,22,
2187,2018-03-01,Steven Nelson,linkedin,49,
2188,2018-03-01,Amanda Baker,organic,48,
2189,2018-03-01,Luis Edwards,email_footer,46,
2190,2018-03-01,Kimberly Pham,linkedin,26,
2191,2018-03-02,Monica Williams,email_footer,28,
2192,2018-03-02,Karen Perry,facebook,14,
2193,2018-03-02,Ross Shepherd,email_footer,31,
2194,2018-03-02,Michael Leon,email_footer,36,
2195,2018-03-02,Justin Powell,google,42,
2196,2018-03-02,Kathleen Rice,google,25,
2197,2018-03-02,Melanie Ramirez,linkedin,24,
2198,2018-03-02,Nicole Klein,facebook,17,
2199,2018-03-02,Sally Green,google,46,
2200,2018-03-03,Karen Rodriguez,organic,35,
2201,2018-03-03,Gregory English,email_footer,43,
2202,2018-03-04,Jessica Bennett,email_footer,17,
2203,2018-03-04,Troy Blake,linkedin,21,
2204,2018-03-04,Michelle Taylor,email_footer,47,
2205,2018-03-04,Nicole Sharp DVM,organic,24,
2206,2018-03-04,Gregory Walsh,facebook,45,
2207,2018-03-04,Lynn Bell,linkedin,36,
2208,2018-03-05,Luis Jones,organic,21,
2209,2018-03-05,Samantha Palmer,linkedin,39,
2210,2018-03-05,Seth Carroll,facebook,42,
2211,2018-03-05,Brandi Erickson,google,48,
2212,2018-03-06,Mitchell Austin,linkedin,25,
2213,2018-03-06,Jeremy Brown,email_footer,26,
2214,2018-03-06,Nicole Wagner,facebook,45,
2215,2018-03-06,Patrick Fisher,organic,34,
2216,2018-03-06,Angelica Hartman,google,29,
2217,2018-03-06,Micheal Harris,facebook,44,
2218,2018-03-06,Jesse Fuentes,email_footer,37,
2219,2018-03-06,Randy Flowers,linkedin,9,
2220,2018-03-07,Amy Guerra,linkedin,44,
2221,2018-03-07,Jillian Hurley,linkedin,17,
2222,2018-03-07,Kayla Kline,linkedin,41,
2223,2018-03-07,Paul Collins,facebook,34,
2224,2018-03-07,James Mcdowell,google,45,
2225,2018-03-07,Frank Gonzales,facebook,43,
2226,2018-03-07,Brandon Kim,email_footer,43,
2227,2018-03-08,James Silva,organic,26,
2228,2018-03-08,James Stephenson,facebook,9,
2229,2018-03-08,Lori Harvey,organic,18,
2230,2018-03-08,Aaron Dickson,linkedin,40,
2231,2018-03-09,Michael Stuart,facebook,25,
2232,2018-03-09,Mark Anderson,google,29,
2233,2018-03-09,Courtney Robles,facebook,37,
2234,2018-03-09,Katherine Santiago,linkedin,15,
2235,2018-03-09,Daniel Thompson,linkedin,47,
2236,2018-03-09,Robin Kelley,organic,17,
2237,2018-03-09,Diane Pena,organic,30,
2238,2018-03-09,Melissa Bryant,email_footer,27,
2239,2018-03-10,Nina Johnston,organic,24,
2240,2018-03-10,Joseph Rush,google,24,
2241,2018-03-10,Kevin Sparks,email_footer,34,
2242,2018-03-10,Taylor Bowers,linkedin,43,
2243,2018-03-10,Vincent Dunn,google,11,
2244,2018-03-11,Henry Hayden,email_footer,48,
2245,2018-03-11,Linda Cook,google,12,
2246,2018-03-11,Tyler Dudley,organic,23,
2247,2018-03-11,Mary Joseph,organic,36,
2248,2018-03-11,Cindy Long,linkedin,25,
2249,2018-03-11,Mary Williams,google,41,
2250,2018-03-11,Holly Johnson,linkedin,18,
2251,2018-03-11,Deborah Schwartz,organic,24,
2252,2018-03-11,Joseph Williamson,google,44,
2253,2018-03-11,Stephanie Woodward,organic,28,
2254,2018-03-11,James Smith,email_footer,15,
2255,2018-03-11,Kaitlyn George,email_footer,47,
2256,2018-03-12,Rachel Keith,facebook,32,
2257,2018-03-12,Francisco Rodriguez,google,24,
2258,2018-03-12,Aaron Williams,facebook,25,
2259,2018-03-12,Victoria Hernandez,email_footer,40,
2260,2018-03-12,Keith Bell,facebook,36,
2261,2018-03-12,Samuel Crosby,linkedin,40,
2262,2018-03-12,Aaron Gonzales,google,26,
2263,2018-03-12,Bobby Ballard,linkedin,39,
2264,2018-03-12,Julie Kennedy,linkedin,29,
2265,2018-03-12,John Wiggins,facebook,49,
2266,2018-03-12,Michelle Hodges,organic,10,
2267,2018-03-12,Jennifer Ortiz,google,14,
2268,2018-03-12,Randall Bailey,google,48,
2269,2018-03-13,Andrew Stewart,linkedin,41,
2270,2018-03-13,Nancy Pearson,google,10,
2271,2018-03-13,Eric Allen,google,13,
2272,2018-03-13,Eric Knight,organic,21,
2273,2018-03-13,Nicholas Wilson,google,25,
2274,2018-03-14,Eddie Wright,facebook,22,
2275,2018-03-15,Timothy Hardin,email_footer,22,
2276,2018-03-15,Timothy House,email_footer,16,
2277,2018-03-15,George Murphy,organic,29,
2278,2018-03-15,Patricia Stevens,linkedin,11,
2279,2018-03-16,Dr. Richard Mejia,email_footer,49,
2280,2018-03-16,James Hopkins,facebook,19,
2281,2018-03-16,Kelsey Edwards,linkedin,9,
2282,2018-03-16,Stephanie Smith,linkedin,32,
2283,2018-03-16,Matthew Phillips,google,27,
2284,2018-03-16,Matthew Moore,linkedin,18,
2285,2018-03-17,Michele Robinson,email_footer,28,
2286,2018-03-17,Lori Pacheco,organic,49,
2287,2018-03-17,Jennifer Mccarthy,linkedin,33,
2288,2018-03-17,Sara Middleton,facebook,22,
2289,2018-03-17,David Pace,email_footer,12,
2290,2018-03-17,Anne Green,organic,21,
2291,2018-03-18,Erin Hamilton,linkedin,22,
2292,2018-03-18,Jeanne Berg,email_footer,30,
2293,2018-03-18,William Welch,linkedin,40,
2294,2018-03-18,Katelyn Jones,linkedin,16,
2295,2018-03-18,Mrs. Taylor Fitzgerald,organic,38,
2296,2018-03-18,Darryl Clark,email_footer,16,
2297,2018-03-18,Jennifer Anderson,email_footer,22,
2298,2018-03-18,Reginald Smith,linkedin,49,
2299,2018-03-18,Jacqueline Frey,email_footer,34,
2300,2018-03-18,Brandy Clark,organic,11,
2301,2018-03-19,Samantha Torres,organic,31,
2302,2018-03-19,Jeanne Harris,organic,40,129.0
2303,2018-03-19,Robert Garrett,organic,16,128.0
2304,2018-03-19,Samantha Davis,google,12,
2305,2018-03-19,Stephanie Kelly,facebook,16,
2306,2018-03-19,Emily Jacobson,google,48,
2307,2018-03-20,Wanda Patel,google,34,
2308,2018-03-20,Linda Michael,linkedin,12,
2309,2018-03-21,Patrick Spears,email_footer,34,
2310,2018-03-21,Julia Scott,facebook,35,
2311,2018-03-21,Robert Hart,organic,22,
2312,2018-03-21,Jennifer Dominguez,organic,34,
2313,2018-03-21,Karen Hammond,email_footer,41,
2314,2018-03-21,Christopher Benjamin,google,36,
2315,2018-03-22,Maria Jones,email_footer,40,
2316,2018-03-22,Brian Curtis,organic,11,
2317,2018-03-22,Barbara Marks,facebook,38,
2318,2018-03-22,Elizabeth Harris,email_footer,47,
2319,2018-03-22,Jessica Murphy,linkedin,25,
2320,2018-03-22,Austin Gonzalez,facebook,11,
2321,2018-03-22,Dylan Mcdonald,organic,49,130.0
2322,2018-03-22,Lauren Williams,linkedin,9,
2323,2018-03-23,Ryan Butler,facebook,24,
2324,2018-03-23,Linda Medina,linkedin,30,
2325,2018-03-23,Erin Anderson,google,47,
2326,2018-03-23,Christine Martinez,email_footer,23,
2327,2018-03-23,Jeffrey Johnson,google,34,
2328,2018-03-23,Christopher Goodman,linkedin,41,
2329,2018-03-24,David Green,linkedin,15,
2330,2018-03-24,Mr. Juan Evans,facebook,43,
2331,2018-03-24,Dennis Sutton,facebook,9,
2332,2018-03-24,Anthony Weaver,email_footer,45,
2333,2018-03-24,Angel Bishop,organic,32,
2334,2018-03-25,Mary Gill,facebook,26,
2335,2018-03-25,Anthony Campbell,google,9,
2336,2018-03-25,Laura Ritter,linkedin,20,
2337,2018-03-25,Angelica Galvan,google,24,
2338,2018-03-25,Jennifer Peterson,email_footer,42,
2339,2018-03-25,Stacey Brown,email_footer,46,
2340,2018-03-25,Allison Lowe,linkedin,27,
2341,2018-03-25,Eric Manning,google,34,
2342,2018-03-25,Laura Flores,google,22,
2343,2018-03-25,Patrick Weber,google,29,
2344,2018-03-25,Brandon Arellano,google,46,
2345,2018-03-26,Diana Hebert,google,9,
2346,2018-03-26,Allen Silva,email_footer,34,
2347,2018-03-26,Edwin Snyder,facebook,34,
2348,2018-03-26,Nicholas Chan,facebook,25,
2349,2018-03-27,Robert Guerrero,facebook,28,
2350,2018-03-27,Betty Fuller,organic,21,
2351,2018-03-27,Kim Rodriguez DDS,email_footer,9,
2352,2018-03-27,Rebecca Cardenas,organic,39,131.0
2353,2018-03-28,David Castro,email_footer,9,
2354,2018-03-28,Dawn Sanchez,organic,36,
2355,2018-03-28,Luis Robinson,facebook,13,
2356,2018-03-29,Patrick Dominguez,organic,37,
2357,2018-03-29,Brittney Smith,email_footer,29,
2358,2018-03-29,David Nguyen,linkedin,28,
2359,2018-03-29,David Williams,linkedin,48,
2360,2018-03-29,David Moore MD,google,47,
2361,2018-03-29,John Ayala,organic,10,132.0
2362,2018-03-29,Travis King,organic,20,
2363,2018-03-29,John Carr,organic,18,
2364,2018-03-30,Audrey Goodman,organic,36,
2365,2018-03-30,Robert Thompson,organic,22,
2366,2018-03-30,Susan Davis,facebook,42,
2367,2018-03-30,Jennifer Frederick,email_footer,39,
2368,2018-03-30,Alexander Hanna,linkedin,24,
2369,2018-03-30,Elizabeth Garcia,facebook,39,
2370,2018-03-31,Curtis Baxter,facebook,15,
2371,2018-03-31,Casey Bryant,facebook,27,
2372,2018-03-31,Tammy Smith,google,23,
2373,2018-03-31,Lisa Love,linkedin,44,
2374,2018-04-01,Jonathan Collier,linkedin,47,
2375,2018-04-01,Amber Frederick,facebook,27,
2376,2018-04-01,Angel Flores,linkedin,27,
2377,2018-04-02,Margaret Clark,email_footer,21,
2378,2018-04-02,Kelli Underwood,linkedin,47,
2379,2018-04-02,Matthew Walsh,google,27,
2380,2018-04-02,Russell Larsen,organic,30,133.0
2381,2018-04-02,Angela Gamble,email_footer,16,
2382,2018-04-02,Sonya Jones,google,39,
2383,2018-04-02,Brian Rios,facebook,11,
2384,2018-04-03,Tammy Nelson,organic,36,
2385,2018-04-03,Anthony Perez,facebook,39,
2386,2018-04-03,Pamela Hall,facebook,28,
2387,2018-04-03,Frank King,google,34,
2388,2018-04-03,Daniel Singleton,facebook,17,
2389,2018-04-03,Jose Walton,linkedin,12,
2390,2018-04-03,Carl Lawson,facebook,46,
2391,2018-04-03,Casey Frazier,email_footer,10,
2392,2018-04-03,Michelle Chen,email_footer,40,
2393,2018-04-03,Angela Blake,email_footer,48,
2394,2018-04-03,Mr. Jason Schmitt,facebook,14,
2395,2018-04-04,Hannah Reid,google,15,
2396,2018-04-04,Trevor Lawson,linkedin,12,
2397,2018-04-04,Jason Terry,linkedin,48,
2398,2018-04-04,Omar Mckay,linkedin,10,
2399,2018-04-04,Thomas Morrison,facebook,31,
2400,2018-04-04,Jason Reyes,linkedin,17,
2401,2018-04-05,Scott Barnes,linkedin,26,
2402,2018-04-05,Margaret Anderson,linkedin,25,
2403,2018-04-05,Robert Davenport,linkedin,34,
2404,2018-04-05,Rebekah Bryant,linkedin,47,
2405,2018-04-06,Katelyn Mckee,facebook,22,
2406,2018-04-06,Michael Weber,email_footer,21,
2407,2018-04-06,Lindsey Kelly,linkedin,17,
2408,2018-04-06,Timothy Benitez,organic,30,134.0
2409,2018-04-06,Morgan Wilson,organic,17,
2410,2018-04-06,Julia Lewis,organic,10,
2411,2018-04-06,Jay Berger,linkedin,10,
2412,2018-04-06,Clifford Brown,organic,46,
2413,2018-04-07,Theresa Allen,google,40,
2414,2018-04-07,Carolyn Francis,google,25,
2415,2018-04-07,Michael Cameron,facebook,26,
2416,2018-04-07,Ryan Santos,linkedin,45,
2417,2018-04-07,Michael Campbell,linkedin,42,
2418,2018-04-07,Melissa Jordan,email_footer,15,
2419,2018-04-08,Kristy Gutierrez,google,46,
2420,2018-04-08,Javier Brown,facebook,15,
2421,2018-04-08,Kelsey Watson,facebook,30,
2422,2018-04-08,Erin Lopez,email_footer,16,
2423,2018-04-08,Bryan Smith,email_footer,35,
2424,2018-04-08,Breanna Lopez,google,47,
2425,2018-04-08,John Norton,organic,40,
2426,2018-04-08,Kayla Allen,facebook,43,
2427,2018-04-08,Donna Liu,linkedin,36,
2428,2018-04-08,Ray Hall,google,18,
2429,2018-04-09,Karen Rollins,facebook,43,
2430,2018-04-09,Jeffrey Cox MD,linkedin,43,
2431,2018-04-09,Charles Solis,email_footer,21,
2432,2018-04-09,Timothy Brown,facebook,26,
2433,2018-04-10,April Robinson,linkedin,13,
2434,2018-04-10,Adrian Hale,google,43,
2435,2018-04-10,Valerie Mcfarland,facebook,38,
2436,2018-04-11,Alejandro Meyer,email_footer,45,
2437,2018-04-11,Jordan Weaver,linkedin,41,
2438,2018-04-11,Ashley Lee,facebook,11,
2439,2018-04-11,Jonathan Rios,google,23,
2440,2018-04-11,Joshua Griffin,organic,15,135.0
2441,2018-04-11,Michael Conley,email_footer,13,
2442,2018-04-12,Miss Maria Spears,organic,27,
2443,2018-04-12,Tammy Sutton,email_footer,16,
2444,2018-04-12,Jennifer Olsen,google,14,
2445,2018-04-12,Joseph Fisher,email_footer,48,
2446,2018-04-13,Howard Whitney,facebook,36,
2447,2018-04-13,Mason Farmer,email_footer,30,
2448,2018-04-13,Jennifer Deleon,email_footer,46,
2449,2018-04-13,Jeffery Kelly,organic,23,
2450,2018-04-13,Susan Wright,facebook,10,
2451,2018-04-13,Kayla Harrison,google,9,136.0
2452,2018-04-13,Lisa Murphy,google,28,
2453,2018-04-13,Jill Gibbs,facebook,29,
2454,2018-04-14,Kimberly Costa,google,11,
2455,2018-04-14,Brian Casey,organic,23,
2456,2018-04-14,Peggy Johnson,organic,48,
2457,2018-04-14,Andrea Smith,organic,45,
2458,2018-04-14,Christine Sims,facebook,18,
2459,2018-04-14,James Miller,organic,43,
2460,2018-04-14,Charles Wilson,google,47,
2461,2018-04-14,Eric Mcdowell,organic,42,
2462,2018-04-15,Ian Maddox,email_footer,34,
2463,2018-04-15,Christina Jenkins,organic,30,
2464,2018-04-15,Laura Pearson,google,33,
2465,2018-04-15,Daniel Kelley,google,20,
2466,2018-04-15,Maria Scott,google,47,
2467,2018-04-15,Melissa Ramirez,email_footer,20,
2468,2018-04-15,Walter Harris,linkedin,27,
2469,2018-04-15,Amy Kline,facebook,15,
2470,2018-04-16,Logan Frost,facebook,41,
2471,2018-04-16,Jeffrey White,email_footer,32,
2472,2018-04-16,Kathleen Johnston,google,39,
2473,2018-04-16,Angela Morgan,facebook,22,
2474,2018-04-16,Mark Phelps,email_footer,26,
2475,2018-04-16,Damon Green,linkedin,47,
2476,2018-04-17,Jonathan Dixon,linkedin,39,
2477,2018-04-17,Anthony Harvey,google,22,
2478,2018-04-17,Jason Mcmahon,linkedin,28,
2479,2018-04-17,Jeremy Jackson,google,27,
2480,2018-04-17,Faith Hood,organic,18,
2481,2018-04-17,Danielle Berry,email_footer,45,
2482,2018-04-17,Michael May,facebook,21,
2483,2018-04-17,Tara Jones,organic,39,137.0
2484,2018-04-17,Brian Porter,google,32,
2485,2018-04-17,Randy Douglas,linkedin,33,
2486,2018-04-18,Ricardo Montoya,facebook,44,
2487,2018-04-18,Derek Herman,email_footer,10,
2488,2018-04-18,Molly Smith,google,36,
2489,2018-04-18,Kenneth Norman,facebook,12,
2490,2018-04-18,Michelle Carter,email_footer,16,
2491,2018-04-18,Joann Ward,linkedin,27,
2492,2018-04-18,Tyler Rodriguez,facebook,13,
2493,2018-04-19,Jason Robertson,organic,45,
2494,2018-04-19,Timothy Haynes,linkedin,28,
2495,2018-04-19,Jason Delgado,google,15,
2496,2018-04-19,Johnathan Bowers,organic,17,
2497,2018-04-19,David Lewis,facebook,35,
2498,2018-04-20,Rhonda Poole,google,33,
2499,2018-04-20,Melissa Carter,email_footer,33,
2500,2018-04-20,Molly Miller,linkedin,36,
2501,2018-04-20,Thomas Gordon,facebook,28,
2502,2018-04-20,Mckenzie Maldonado,google,45,
2503,2018-04-20,Melissa Torres,email_footer,14,
2504,2018-04-21,Brent Mitchell,organic,41,
2505,2018-04-21,Christopher Roach,google,22,
2506,2018-04-21,Cheryl Middleton,linkedin,24,
2507,2018-04-21,Micheal Jackson,facebook,47,
